fas4,lifesat,wemwbs,sebdtot,physact60,schoolid_anonymous,genid_sab6,meanpsychcomplfreq,dailyfruitveg,pastmonthcann,drink2bin,weeklysmoker,vigpaguidance,age1,ethnic2,bullyvictim
10,5,18,19,2,133,NA,4,1,1,1,0,0,14,0,1
8,10,24,4,6,133,1,1.75,1,0,0,0,1,14,0,0
8,5,17,21,1,133,2,3.25,1,0,0,0,0,14,0,0
10,7,20,11,2,133,1,3,0,0,0,0,0,15,0,0
8,10,19,14,4,133,1,1.25,1,0,0,0,1,15,0,0
11,NA,11,7,5,133,2,4,1,0,0,0,1,15,1,0
7,7,24,13,3,133,2,3.5,0,0,0,0,0,14,1,1
11,4,22,26,7,133,2,4.5,1,0,0,0,1,14,0,1
10,6,24,21,2,133,2,4.25,0,0,1,0,0,14,0,0
NA,NA,NA,NA,7,133,NA,NA,NA,NA,NA,NA,1,NA,0,NA
12,6,25,13,6,133,1,3.75,1,0,0,0,1,15,0,0
5,NA,14,NA,1,133,2,4.75,1,0,0,0,0,14,0,0
8,9,26,14,4,133,1,1.5,0,0,0,0,1,15,0,0
13,6,16,23,2,133,2,5,0,0,1,0,0,14,0,1
8,10,28,14,6,133,1,1.5,0,0,0,0,0,14,0,0
11,8,24,9,3,133,1,2.25,0,0,0,0,1,14,0,0
7,9,33,30,7,133,1,3,0,0,1,0,1,16,0,NA
10,10,28,15,7,156,1,3,1,0,0,0,1,14,0,1
9,8,24,16,4,156,1,1.75,0,0,0,0,1,13,0,1
9,4,16,23,7,156,1,4,1,0,0,0,1,14,0,0
11,7,21,8,7,156,1,NA,0,0,0,0,1,14,0,0
6,4,NA,27,2,156,2,4,0,0,0,0,0,14,0,1
7,5,18,11,7,156,1,2.5,1,0,0,0,1,13,0,0
12,8,26,10,5,156,1,3.25,0,0,0,0,1,13,0,0
3,4,22,21,3,156,1,4.75,0,0,1,NA,1,13,0,0
9,7,22,17,6,156,2,3,0,0,1,NA,1,14,0,0
10,8,22,6,7,156,1,1,NA,0,0,0,1,14,0,0
9,8,28,2,7,156,1,1,0,0,0,0,1,13,0,0
9,9,28,6,7,156,1,1.75,0,0,0,0,1,13,0,0
7,5,20,15,7,156,2,4.25,1,0,0,0,1,14,0,0
7,8,28,1,6,156,1,1.75,0,0,0,0,1,13,1,0
6,9,27,14,4,156,1,1.25,1,0,0,0,0,14,0,0
5,3,21,19,0,156,2,5,0,0,0,0,0,13,0,0
5,9,31,1,6,156,1,1.25,0,0,0,0,1,14,0,0
10,3,21,15,6,156,2,3.5,0,1,1,NA,0,14,0,0
6,6,15,24,6,156,1,4.25,0,0,0,0,1,14,0,0
7,6,26,8,6,156,2,2,1,0,0,0,0,14,0,0
7,9,30,13,6,156,1,1.5,0,0,0,0,1,13,0,1
10,10,25,NA,2,156,1,4,0,0,0,0,1,14,0,0
8,9,NA,31,NA,156,6,NA,1,0,0,0,NA,13,0,1
4,5,NA,18,6,156,2,3.75,0,0,0,0,0,13,0,0
10,10,28,9,4,156,1,1,0,0,0,0,1,13,0,0
10,10,28,4,6,133,1,1,1,0,0,0,1,14,0,0
7,7,NA,7,2,156,2,1.5,0,0,0,0,0,13,0,0
10,7,30,3,5,153,2,1.5,1,0,0,0,0,15,1,0
7,7,25,13,3,156,1,2.25,0,0,0,0,1,14,0,0
11,6,17,12,4,156,1,1.75,0,0,0,0,0,15,0,0
6,6,21,16,2,156,1,4,0,0,0,0,0,14,0,1
5,7,20,15,2,156,1,3.25,0,0,0,0,NA,14,0,0
9,7,27,17,3,156,1,2.25,0,0,0,0,0,15,0,1
10,10,33,NA,6,156,1,NA,0,0,0,0,1,15,1,1
8,5,16,11,3,156,4,1.5,0,0,0,0,0,15,0,1
12,5,NA,NA,7,156,2,5,0,NA,NA,NA,NA,14,0,1
9,8,31,8,4,156,1,1,0,0,1,0,1,14,0,1
11,5,20,17,7,156,1,4.75,0,0,1,1,1,14,0,0
7,5,22,19,5,156,1,3.25,0,0,0,0,NA,15,0,NA
9,1,7,NA,4,123,2,5,0,1,1,1,1,16,0,1
11,10,29,15,7,207,1,1.75,1,0,0,0,1,13,0,0
9,7,20,14,5,207,1,1.75,0,0,1,0,0,13,0,0
NA,8,31,27,6,207,1,1.75,1,0,1,0,NA,13,0,1
7,9,29,12,1,207,1,3.25,0,0,0,0,0,14,0,0
7,10,29,7,5,133,2,2.5,1,0,0,0,1,11,1,0
11,9,31,8,5,133,1,1.75,0,0,0,0,1,11,0,0
9,9,29,9,7,133,1,2.25,0,0,0,0,1,11,1,0
9,9,25,9,1,133,2,2.5,0,0,0,0,0,11,0,0
11,6,20,24,3,133,1,4,0,0,0,0,1,11,0,1
6,9,30,14,4,133,2,2.5,1,0,0,0,1,12,0,0
8,10,NA,1,6,133,1,1,1,0,0,0,1,11,0,0
12,9,31,9,3,133,1,3,0,0,0,0,0,11,0,0
13,10,30,30,7,207,1,1.5,1,0,0,0,1,13,0,0
10,7,22,22,5,133,1,4.5,0,0,NA,0,1,12,0,0
10,7,31,7,7,207,1,2.75,0,0,0,0,1,14,0,0
11,8,26,6,7,133,1,1,1,0,0,0,1,11,0,1
9,8,25,10,5,133,2,3.5,1,0,0,0,1,12,0,0
10,NA,25,18,NA,207,NA,2.75,0,0,0,0,NA,14,0,NA
11,7,NA,10,4,207,1,2.25,0,0,0,0,1,14,0,0
13,8,27,NA,5,207,1,1.5,1,0,1,0,1,14,0,0
9,7,21,NA,7,207,1,2.25,0,0,1,0,1,13,0,1
10,7,25,20,2,133,6,3.5,0,0,0,0,0,11,1,1
NA,4,19,NA,NA,207,NA,3.75,NA,NA,NA,NA,NA,13,0,NA
10,9,30,7,5,133,1,2.5,1,0,0,0,0,11,0,1
NA,NA,NA,27,NA,207,NA,3.75,NA,0,0,0,NA,13,0,1
7,7,22,19,1,207,1,4.5,0,0,NA,0,NA,13,0,0
NA,9,NA,5,NA,133,NA,NA,1,0,0,0,1,12,NA,0
12,8,25,6,4,133,1,2.25,0,0,0,0,1,11,0,0
8,3,NA,27,1,133,2,5,0,0,0,0,0,11,0,1
10,10,30,9,7,207,1,1.75,1,0,0,0,1,13,1,0
11,8,33,1,4,207,2,1,1,0,0,0,1,13,0,0
8,7,23,13,6,207,2,2,0,0,0,0,1,13,0,0
11,5,17,19,3,207,2,4.5,0,NA,0,NA,0,14,0,1
11,5,23,18,4,133,2,4,0,0,NA,0,1,11,1,0
6,9,24,11,NA,207,2,1.25,0,0,1,0,1,14,0,0
11,6,28,16,4,207,2,2.25,0,0,0,NA,1,13,0,0
8,6,26,7,4,207,2,2,1,0,0,0,1,13,0,0
10,8,18,18,5,207,2,4,0,0,1,0,1,13,0,0
10,3,12,29,1,207,1,4.25,0,0,0,0,1,14,0,1
9,4,17,19,0,207,2,4,1,0,0,0,0,14,0,1
11,10,31,18,7,207,1,3,1,0,0,0,0,14,0,1
6,3,24,19,5,207,NA,4,1,0,0,NA,0,13,0,1
4,5,16,23,0,207,2,4.75,0,0,0,0,0,15,0,0
11,9,26,7,7,133,1,3.5,1,0,0,0,1,11,1,0
11,9,28,9,6,58,2,2,0,0,0,0,1,14,0,0
11,6,20,NA,4,58,2,2.5,0,0,0,0,1,13,0,NA
9,9,NA,NA,NA,133,1,NA,0,0,0,0,NA,11,0,NA
10,5,18,21,5,58,2,4.5,1,0,0,0,1,13,1,1
6,6,18,22,5,58,NA,4.5,1,0,0,0,1,14,0,1
7,6,21,17,7,58,1,4.25,1,0,0,0,0,13,0,1
10,7,26,12,7,58,2,3.5,0,0,1,0,1,13,0,0
12,7,NA,25,4,58,2,3.75,0,0,1,0,0,14,0,0
9,7,21,13,6,58,2,1.75,0,0,0,0,1,14,0,0
6,10,26,5,6,133,2,1,1,0,0,0,1,11,1,0
8,5,7,NA,5,58,2,4.25,1,0,0,0,1,13,0,NA
10,10,22,12,5,58,2,2.25,0,0,0,NA,1,13,0,NA
10,8,18,23,4,58,2,4.75,0,0,1,0,1,13,0,0
10,5,14,21,3,58,2,3.5,0,0,1,0,1,13,0,0
11,7,23,NA,6,58,1,3.75,1,NA,NA,0,1,14,0,NA
12,6,19,8,4,58,1,3,0,0,1,0,1,13,0,1
13,8,27,4,7,58,1,1.5,1,0,0,0,1,13,0,0
12,8,22,14,7,58,1,3.75,1,0,0,0,1,13,0,0
9,7,22,19,6,58,1,2,0,0,0,0,1,14,0,1
10,8,22,13,7,58,1,2.75,1,0,0,0,1,13,0,0
10,8,24,10,5,58,1,1,0,0,0,0,0,13,0,0
10,7,NA,16,5,58,1,1.75,0,0,1,0,1,14,0,0
10,10,27,12,4,58,1,2.25,0,0,0,0,1,13,1,1
11,9,28,9,6,58,2,1.75,1,0,0,0,1,14,0,0
9,5,19,23,7,58,8,NA,1,0,NA,0,1,13,0,1
10,7,NA,NA,NA,58,1,2.75,NA,NA,NA,NA,NA,14,0,NA
7,3,NA,NA,NA,156,1,NA,NA,NA,NA,NA,NA,15,1,NA
7,7,28,7,5,156,2,2.5,0,0,0,0,0,16,0,0
10,8,NA,NA,NA,156,2,NA,NA,NA,NA,NA,NA,15,0,NA
8,NA,NA,21,NA,174,2,NA,0,0,0,0,0,11,1,NA
9,8,35,4,3,174,1,1,1,0,0,0,1,11,0,0
12,9,27,3,7,133,1,3.5,1,0,0,0,1,13,0,0
8,9,25,7,3,133,2,2.5,0,0,0,0,0,14,0,1
13,8,19,22,6,133,2,3,0,0,0,0,1,13,0,1
7,8,23,8,2,133,4,1.5,1,0,0,0,1,14,1,0
8,8,26,9,5,133,1,2.5,0,0,0,0,1,14,0,0
13,8,23,12,5,133,1,1.75,0,0,0,0,0,13,1,0
8,9,35,7,7,133,2,1,0,0,0,0,1,13,0,0
7,5,22,15,6,133,1,2.5,0,0,1,0,1,14,0,0
8,8,29,1,5,133,1,1.5,1,0,0,0,1,13,0,0
9,6,20,20,3,133,2,4.25,0,1,1,1,1,NA,1,1
8,4,15,20,5,133,2,4.5,0,0,0,0,0,13,1,0
7,6,23,15,5,133,2,2.25,0,1,1,0,1,13,0,0
11,10,33,1,6,133,1,1,1,0,0,0,1,13,0,0
10,7,23,8,5,133,1,1,0,0,0,0,1,14,0,0
10,7,21,10,5,133,1,3.25,0,0,0,0,1,13,0,0
9,8,24,7,7,133,1,1.5,0,0,0,0,1,13,1,0
12,7,22,13,7,133,1,2.75,0,0,0,0,1,13,0,0
11,8,30,8,7,133,1,1.5,0,0,0,0,1,13,0,0
9,4,22,21,4,133,2,4.25,1,0,0,0,1,13,0,1
11,8,23,13,4,133,1,2,0,0,0,0,1,14,0,0
7,9,NA,15,3,133,NA,1.75,0,0,0,0,1,13,1,0
7,7,21,14,7,133,1,1.5,0,0,0,0,1,14,0,0
12,8,NA,12,3,133,1,2.75,0,0,0,0,0,13,1,0
9,9,26,17,4,133,2,3.75,0,0,0,0,0,13,0,0
13,9,30,7,5,133,2,1.75,0,0,0,0,1,13,1,0
NA,NA,20,NA,NA,133,NA,2.5,NA,0,0,0,NA,13,0,0
11,9,23,12,2,133,2,2.5,0,0,0,0,0,14,0,1
8,10,35,8,7,133,1,1,0,0,0,0,1,13,1,0
6,7,20,12,1,133,2,2,0,0,0,0,0,13,0,0
11,9,30,5,5,133,1,1.75,1,0,0,0,1,13,1,0
11,8,27,13,4,133,2,3.75,0,0,0,0,0,14,1,0
9,7,24,13,1,133,1,2.75,1,0,0,0,0,13,0,1
9,9,28,10,6,133,1,2.75,0,0,0,0,1,14,0,0
6,3,19,27,5,133,1,4.5,0,0,0,0,1,13,0,1
9,7,25,17,4,133,2,4,0,0,0,0,1,13,0,1
NA,7,21,14,7,133,2,3.5,0,0,0,0,1,13,1,1
12,7,26,16,2,133,1,3,1,0,0,0,0,14,0,0
11,10,25,8,3,133,2,2,1,0,0,0,0,13,0,0
8,8,18,26,3,133,1,2.25,0,0,1,NA,0,13,0,0
9,6,24,7,3,133,1,3.75,0,0,0,0,1,13,0,0
7,8,30,13,6,133,1,1.5,0,0,0,0,1,13,0,0
7,10,32,16,7,133,1,1.75,1,0,0,0,1,13,0,0
9,9,NA,12,5,133,2,2.75,0,0,0,0,0,13,NA,1
6,8,24,12,1,133,1,NA,NA,0,0,0,0,13,0,1
7,9,28,12,3,133,2,2,0,0,0,0,0,13,0,0
11,7,24,13,3,133,2,4.5,0,0,0,0,0,13,0,0
10,7,NA,8,NA,133,1,2.75,0,0,0,0,NA,13,0,NA
11,10,29,3,7,133,1,1,1,0,0,0,1,14,0,0
9,5,14,12,1,133,1,2.5,1,0,0,0,0,13,1,NA
10,0,28,15,4,133,1,2.5,0,0,0,0,1,14,0,0
10,9,22,21,5,133,2,4,0,0,0,0,1,13,0,1
5,9,30,3,4,133,1,1,0,0,0,0,1,14,0,0
6,9,30,5,3,133,1,1.5,1,0,0,0,NA,13,1,0
8,6,19,20,1,133,1,4.75,0,0,1,0,0,13,0,1
7,8,26,12,6,133,1,3,0,0,0,0,1,13,0,0
11,8,27,3,3,133,2,2,0,0,0,0,0,13,0,0
4,6,12,25,0,133,2,4.75,0,0,1,0,0,14,0,NA
8,10,28,7,1,133,1,1.75,0,0,0,0,1,14,0,0
13,6,27,19,3,133,2,2.25,1,0,0,0,1,14,0,0
12,9,22,11,5,133,2,2.5,0,0,0,0,0,13,0,0
7,8,33,11,5,174,2,1,1,0,0,0,1,11,0,0
7,9,30,4,4,174,1,1.25,0,0,0,0,1,12,1,0
11,10,33,5,7,174,2,1,1,0,0,0,1,11,1,0
8,NA,NA,NA,1,174,2,NA,0,0,0,0,1,11,1,1
NA,9,NA,1,3,174,1,1.25,0,0,0,0,1,12,1,0
8,10,24,10,3,174,2,NA,0,0,0,0,0,12,0,0
NA,10,30,3,4,174,2,1.25,1,0,0,0,1,NA,1,0
NA,7,25,8,2,174,1,3,0,0,0,0,NA,NA,NA,NA
6,7,24,5,NA,174,1,1,0,0,0,0,0,12,1,0
9,9,24,11,3,174,2,2.25,0,0,0,0,0,12,0,NA
8,4,15,17,4,174,2,3.5,0,0,0,0,0,12,1,0
4,10,31,7,5,174,2,1.75,0,0,0,0,1,12,0,0
NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
6,10,35,2,4,174,2,2.25,0,0,0,0,0,12,1,0
5,5,19,19,2,174,2,2.5,0,0,0,0,0,11,0,1
NA,7,NA,2,NA,174,2,2.75,0,0,0,0,0,12,NA,1
NA,2,24,14,7,174,1,3.5,NA,0,1,NA,1,12,0,1
8,9,23,7,5,174,2,3.25,0,0,0,0,0,12,1,1
10,9,31,5,6,174,2,2.5,1,0,0,0,1,11,0,0
8,6,NA,NA,1,174,1,NA,0,0,0,0,NA,11,0,0
9,5,19,15,NA,174,2,3.75,0,0,0,0,1,11,1,NA
9,6,23,NA,1,174,2,1.5,0,0,0,0,0,11,0,0
8,9,19,3,5,174,2,1,0,0,0,0,1,11,0,0
6,4,17,18,4,174,1,3,0,0,0,0,0,11,1,1
12,9,32,4,7,174,1,1.5,0,0,0,0,1,12,0,0
10,6,24,NA,2,174,2,1,0,0,0,0,0,12,1,0
5,9,26,16,7,174,2,NA,0,NA,0,0,1,12,1,NA
6,NA,NA,9,4,174,1,NA,0,0,0,0,0,11,0,0
5,9,24,8,0,174,2,1.25,1,NA,0,0,NA,11,1,0
NA,9,24,8,2,174,NA,1.75,0,NA,NA,NA,0,11,0,0
8,7,18,17,3,174,2,2.5,0,0,0,0,1,11,0,0
11,9,27,NA,3,174,2,2,0,0,0,0,1,11,0,1
8,8,17,20,5,174,2,2.75,0,0,0,0,0,12,0,0
9,5,19,22,2,174,2,3,0,0,0,0,1,12,NA,1
9,9,23,12,6,174,2,1.5,0,0,0,0,1,11,0,0
NA,8,NA,14,3,174,1,2.25,0,0,0,0,0,11,NA,0
13,7,27,10,5,174,2,2,1,NA,NA,NA,1,11,0,0
NA,10,NA,9,NA,174,2,1.25,0,NA,NA,NA,0,11,0,0
NA,4,18,26,NA,174,1,4.75,0,0,0,0,0,11,NA,1
8,9,31,8,4,174,2,1.5,0,NA,0,0,0,11,0,0
11,6,23,7,6,174,1,1.25,0,0,0,0,1,11,0,0
5,9,28,13,4,174,1,2.25,0,0,0,0,1,12,1,1
10,5,14,19,7,174,1,3.5,1,0,0,0,1,11,NA,1
3,7,30,8,4,174,1,1,0,0,0,0,1,11,0,0
NA,4,NA,25,5,174,6,3.75,0,0,0,0,0,11,1,1
9,7,22,9,3,174,2,2.75,0,0,NA,NA,1,10,0,1
9,8,18,18,0,174,1,3,0,0,0,0,0,12,0,1
11,5,19,16,3,133,2,3.75,0,0,0,0,0,13,1,0
12,10,31,1,5,118,2,1,1,0,0,0,1,15,0,0
11,5,23,16,3,118,2,3,0,0,0,0,0,14,0,0
9,8,25,14,3,118,6,2,1,0,0,0,0,14,0,0
7,6,24,16,NA,118,1,2.75,0,0,0,0,0,14,0,1
9,6,22,9,3,118,1,2.5,0,0,0,0,1,14,1,0
7,9,26,4,7,118,1,1.25,1,0,0,0,1,15,0,0
11,9,27,14,6,118,2,1.5,1,0,0,0,1,15,0,1
11,4,21,25,1,118,2,4,1,0,0,0,NA,14,0,1
6,NA,17,21,3,118,4,4.25,0,0,1,0,1,14,0,1
9,7,18,23,2,118,2,3.25,0,0,1,0,0,14,0,NA
10,9,26,4,5,118,1,1.25,0,0,0,0,1,15,0,0
7,7,25,5,3,118,1,2.5,0,0,0,0,0,15,0,0
7,9,30,21,3,118,1,3.75,0,0,0,0,1,14,1,1
8,8,27,14,3,118,1,4,0,0,0,0,0,14,0,0
6,7,25,12,NA,118,2,NA,0,0,NA,0,0,14,0,0
11,5,21,18,7,118,1,1.75,0,0,1,0,1,14,0,1
NA,5,9,NA,NA,118,2,4.5,0,0,NA,NA,NA,15,0,1
8,5,19,26,0,156,1,4.75,0,0,0,0,0,13,0,1
12,8,21,6,NA,156,2,1.25,0,0,0,0,1,13,0,0
8,7,23,17,3,156,1,3.25,0,0,0,0,1,13,0,1
11,8,27,19,NA,156,1,3.5,0,0,0,0,0,14,0,0
12,5,NA,21,7,156,2,1,1,0,0,0,1,13,0,0
7,10,21,10,2,156,1,1,1,0,0,0,1,14,0,0
11,8,NA,10,5,156,1,1.5,0,0,0,0,1,13,0,0
6,9,28,17,4,156,2,2.5,0,0,1,0,1,13,0,0
5,8,10,21,5,156,1,3.75,0,0,0,0,0,13,0,1
11,9,NA,4,7,207,1,1.25,0,0,0,0,1,12,0,NA
13,5,19,NA,6,207,1,3.25,0,0,0,0,1,11,0,1
12,7,26,14,2,207,1,3,1,0,0,0,1,11,0,1
10,10,29,3,2,207,2,1.25,0,0,0,0,0,11,0,0
12,2,22,19,1,207,1,4.75,0,0,0,0,0,12,1,1
8,3,23,28,3,207,1,4.25,0,0,0,0,0,11,0,1
NA,10,NA,NA,NA,207,1,1,1,0,0,0,NA,12,0,0
9,7,24,8,7,207,1,2,0,0,0,0,1,11,0,0
4,6,27,0,NA,207,1,1,1,0,0,0,0,11,0,0
10,10,26,11,7,207,1,2,0,0,0,0,1,12,0,0
9,8,19,17,NA,207,2,4.25,1,0,0,0,1,12,0,1
9,4,22,16,5,207,1,4,0,0,0,0,1,12,0,1
NA,9,NA,NA,7,207,NA,2.5,1,0,0,0,1,11,NA,NA
7,10,28,0,3,207,1,1,0,0,0,0,1,12,0,0
8,10,26,9,6,207,1,2.25,0,0,0,0,1,11,0,1
6,10,29,7,5,207,2,1,1,0,0,0,1,11,0,0
10,5,13,20,0,207,2,3.5,0,0,0,0,0,12,0,0
10,7,23,NA,4,207,1,1.5,1,0,0,0,1,11,0,NA
12,8,19,NA,7,207,1,NA,0,NA,0,0,1,12,0,NA
10,5,14,NA,2,207,2,4,0,NA,1,0,1,11,0,NA
NA,8,19,24,NA,207,2,4.5,0,0,0,0,NA,11,0,1
9,5,18,22,2,156,2,4.75,1,0,0,0,0,15,0,1
8,8,26,14,4,118,2,1.75,0,0,0,0,1,12,0,1
12,8,27,6,3,118,2,1.75,1,0,0,0,1,11,0,0
10,8,24,18,5,118,2,2.25,0,0,0,0,1,11,0,0
10,6,18,20,3,118,6,4.75,0,0,0,0,0,11,1,1
9,8,21,9,4,118,2,2,0,0,0,0,1,12,0,0
12,8,28,9,3,118,1,1.25,0,0,0,0,1,12,0,0
8,9,21,26,5,118,2,2.75,1,0,0,0,1,11,1,1
9,6,18,25,4,118,2,4.25,0,0,0,0,0,11,1,1
10,8,18,24,7,118,7,4.75,0,0,1,0,1,11,0,0
7,6,20,16,5,118,2,3.25,1,0,0,0,0,11,1,1
10,10,NA,8,3,118,1,1.75,1,0,0,0,1,11,0,0
9,6,19,15,2,118,1,3.25,1,0,0,0,0,11,0,1
12,10,32,5,6,118,1,1.75,1,0,0,0,1,12,0,0
7,7,17,13,3,118,2,4.5,0,0,0,0,0,12,0,0
8,8,30,1,6,118,1,1,0,0,0,0,1,11,0,0
11,9,NA,NA,NA,118,1,NA,NA,NA,NA,NA,NA,12,0,NA
7,6,20,18,3,118,2,4,0,0,0,0,0,12,0,0
11,8,28,13,3,118,2,1.75,1,0,0,0,1,11,0,1
7,7,28,NA,4,118,1,NA,0,0,0,0,1,12,1,NA
12,5,20,17,4,118,1,2.25,0,0,0,0,1,11,0,0
11,10,7,7,7,118,2,1,1,0,0,0,1,11,1,0
8,6,14,20,4,118,2,4,1,0,0,0,1,12,0,NA
11,9,NA,NA,NA,118,1,NA,NA,NA,NA,NA,NA,12,0,NA
NA,7,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
5,8,NA,NA,2,118,1,2.25,0,0,0,0,0,11,0,0
8,10,NA,NA,4,118,2,1.25,0,0,0,0,NA,11,NA,0
11,10,NA,NA,7,118,1,4,0,NA,1,0,1,11,0,NA
11,10,NA,26,7,118,NA,5,1,0,0,0,1,11,0,1
9,9,NA,24,5,118,1,4,0,0,0,0,1,11,0,1
6,9,26,7,4,118,1,2.25,0,0,0,0,1,11,1,1
11,9,21,NA,5,118,1,2.5,0,0,0,0,1,11,0,0
7,9,NA,NA,4,118,2,NA,NA,0,0,0,1,11,0,0
11,9,7,NA,2,118,1,4.5,0,NA,NA,NA,NA,NA,0,NA
11,9,25,NA,5,118,1,1.5,0,0,0,0,1,12,0,1
7,8,20,11,2,118,1,2.25,0,0,0,0,0,11,1,0
8,7,20,21,5,118,1,2.5,0,0,0,0,1,11,1,0
11,9,23,NA,7,118,1,3,0,0,0,0,1,12,0,0
10,10,34,6,7,156,1,1,0,0,0,0,1,12,0,0
7,8,25,18,3,156,2,3.25,0,0,0,0,0,12,0,0
9,8,NA,NA,NA,156,2,NA,NA,0,0,0,NA,12,NA,0
4,8,22,21,3,156,2,4,0,0,0,0,NA,12,0,1
9,9,29,11,7,156,2,1.75,0,0,NA,0,1,12,0,0
9,8,22,9,7,156,1,3.25,0,0,0,0,1,12,0,1
7,6,23,20,4,156,2,2.75,0,0,0,0,0,13,0,1
10,9,27,6,5,156,1,2.25,0,0,0,0,1,13,0,0
11,7,26,14,3,156,2,NA,0,0,NA,0,1,13,0,NA
9,8,25,6,4,156,1,2,0,0,0,0,0,12,0,0
9,6,21,18,3,156,2,4.25,1,0,0,0,1,13,1,0
5,10,34,5,5,156,1,1.5,0,0,0,0,1,13,0,0
9,7,23,14,7,156,1,2.75,0,0,0,0,1,13,0,0
10,8,28,16,7,156,1,3.75,0,0,0,0,1,12,0,0
8,7,24,15,6,156,2,3.5,0,0,0,0,0,13,0,NA
5,7,22,17,0,156,1,3.5,0,0,0,0,0,12,0,1
11,4,24,16,2,156,1,3.25,0,0,0,0,0,13,0,0
8,4,24,15,1,156,1,3,0,0,0,0,0,12,0,1
8,7,19,21,4,156,2,3.75,0,0,0,0,0,12,0,1
9,8,26,18,5,156,1,3.75,0,0,0,0,1,12,0,0
10,8,23,13,4,156,2,NA,1,0,0,0,1,12,1,0
9,9,28,3,7,156,1,1.5,0,0,0,0,1,12,0,0
8,4,18,17,4,156,1,3.5,NA,0,0,0,1,12,0,1
9,10,28,7,3,156,1,2.25,0,0,0,0,0,12,0,0
6,6,21,22,2,118,2,2.25,1,NA,0,1,0,15,0,1
12,3,17,20,4,118,2,5,0,1,1,1,1,15,0,0
10,5,20,20,3,118,2,3.75,0,0,1,0,0,15,0,1
NA,9,26,7,NA,118,2,NA,0,0,0,0,0,15,0,0
3,3,7,NA,0,118,2,5,0,1,1,1,0,15,0,1
8,8,12,27,0,118,1,2.25,0,0,1,0,0,15,0,1
9,8,26,6,1,118,1,2.5,0,0,0,0,0,17,1,1
8,9,31,1,7,118,1,1,0,0,0,0,1,16,0,1
8,2,17,NA,NA,118,2,4.75,NA,NA,NA,NA,NA,15,0,NA
11,7,24,12,3,118,2,1.75,0,0,0,0,1,15,1,1
5,6,30,9,6,118,1,2.75,1,0,0,0,1,15,0,1
5,8,21,12,7,118,1,3,0,0,0,0,0,15,0,0
6,8,28,20,4,118,1,3,1,0,1,0,1,15,0,1
11,9,21,15,6,118,1,2.5,1,0,1,0,1,16,0,0
13,7,24,24,6,118,2,3,0,0,0,0,1,15,0,1
9,7,28,11,6,118,1,1.75,0,0,0,0,1,15,1,0
10,8,27,NA,7,118,1,3.75,0,0,1,0,1,15,0,1
8,10,21,30,7,118,1,1,1,0,1,0,1,15,1,0
8,6,18,23,4,153,2,3.75,1,0,0,0,1,15,0,0
13,7,30,3,6,118,1,1.25,0,0,0,0,1,16,0,0
8,1,20,21,NA,118,2,4.75,0,0,NA,0,NA,15,0,1
8,4,13,25,3,102,6,4.75,0,0,0,0,0,14,0,1
13,2,19,25,0,153,2,4.25,1,0,0,NA,0,15,0,0
8,9,NA,NA,NA,153,2,NA,NA,NA,NA,NA,NA,15,0,NA
9,7,18,18,4,153,1,4,0,0,0,0,0,15,0,1
9,6,26,14,3,133,1,1.5,0,0,0,0,1,15,1,0
8,6,20,17,4,133,1,2.75,1,0,0,0,1,14,0,1
5,7,18,13,3,133,1,3,0,0,0,0,0,14,1,0
8,7,25,30,0,133,1,1.75,0,0,1,0,1,15,0,0
11,3,17,20,5,133,2,4.25,1,0,0,0,1,14,0,0
10,7,NA,16,5,133,2,3,0,0,1,0,1,15,0,0
6,5,20,19,7,153,1,2,1,0,0,0,1,15,0,0
11,8,25,8,2,133,1,1.5,0,0,0,0,0,14,0,0
8,7,24,5,3,133,2,1.5,0,0,0,0,1,15,0,0
9,5,21,18,3,133,2,4,0,0,0,0,0,14,1,1
10,9,30,2,1,133,1,1.25,0,0,0,0,0,14,0,0
6,6,25,17,5,133,1,1.25,0,0,1,0,1,14,0,0
10,5,24,10,NA,133,2,2.5,0,0,0,0,0,14,1,NA
11,7,27,4,5,133,2,2.75,1,0,0,0,0,15,0,0
11,5,19,22,4,133,2,3.75,1,0,0,0,1,NA,NA,1
7,6,22,30,2,133,2,4.25,1,0,0,0,0,14,0,1
11,10,26,8,5,133,2,2.25,0,0,0,0,1,15,0,0
12,4,23,25,4,133,2,4.75,1,0,1,0,0,15,0,1
11,7,18,17,NA,133,2,4,0,0,0,0,0,14,0,1
8,6,12,24,6,133,2,4.75,0,0,0,0,1,14,0,0
9,5,22,19,3,133,2,3.75,1,0,0,0,0,14,0,0
13,7,20,21,1,133,2,4.25,0,1,1,0,0,14,0,0
11,4,15,24,5,133,2,4.25,0,0,1,0,1,14,0,1
6,6,17,24,4,133,2,3.5,0,0,0,0,0,14,0,1
12,7,20,15,5,133,2,3,0,1,1,0,1,15,0,0
12,7,25,16,4,133,2,3.5,0,0,1,0,1,15,0,0
13,10,29,12,7,133,1,1,1,0,0,0,1,14,1,0
9,4,NA,12,5,133,1,3,0,0,1,NA,0,14,0,0
11,8,28,8,5,133,1,1.25,0,0,0,0,1,14,0,0
NA,7,18,20,6,133,1,2.25,0,0,1,0,1,14,0,1
