fas4,lifesat,wemwbs,sebdtot,physact60,schoolid_anonymous,genid_sab6,meanpsychcomplfreq,dailyfruitveg,pastmonthcann,drink2bin,weeklysmoker,vigpaguidance,age1,ethnic2,bullyvictim
9,6,16,27,4,16,2,4.5,0,0,1,0,1,15,0,1
8,8,29,NA,7,16,1,3.5,0,1,1,0,0,15,0,NA
4,5,24,18,3,16,1,4.25,0,1,1,1,NA,15,0,0
7,4,13,32,0,16,2,5,0,0,1,0,0,15,0,1
8,10,27,7,0,16,1,1,0,0,0,0,0,16,0,0
7,5,16,23,3,16,2,4.75,0,0,1,0,NA,15,0,0
5,7,21,17,7,16,2,4,0,0,1,1,1,15,1,0
9,4,14,20,5,16,2,5,0,0,1,0,0,16,0,0
10,8,26,NA,5,16,2,3.5,0,1,1,1,1,15,0,NA
10,10,23,14,3,118,2,2.75,0,0,0,0,1,14,0,0
10,6,23,19,7,133,1,3.5,0,NA,1,0,1,13,0,1
10,3,18,28,1,133,7,4.75,0,0,0,0,0,13,0,1
10,10,30,12,4,133,1,1.5,1,0,0,0,1,13,0,0
12,8,29,8,3,133,1,4,1,0,0,0,1,13,0,0
10,6,NA,10,4,133,1,2,0,0,0,0,0,12,0,0
10,9,28,8,4,133,2,1.5,1,0,0,0,0,12,1,0
5,9,30,4,2,133,2,1.25,NA,0,0,0,NA,12,0,0
10,8,27,6,5,133,1,2,0,0,0,0,1,12,0,0
5,9,NA,8,3,133,2,NA,0,0,0,0,0,12,1,0
9,5,19,12,3,133,2,3.75,1,0,0,0,0,13,0,0
NA,9,25,4,7,133,1,NA,0,0,0,0,1,12,0,0
13,7,26,10,4,133,2,4,0,0,0,0,1,12,0,0
12,8,17,26,3,133,2,5,1,0,0,0,0,12,0,0
8,8,18,18,3,133,2,4.5,0,0,0,0,0,12,0,1
12,6,22,11,6,133,2,2,0,0,0,0,1,12,0,1
12,10,35,0,6,133,2,1,1,0,0,0,1,11,0,0
6,5,14,23,6,133,2,4.25,1,0,0,0,1,11,0,1
NA,8,17,27,3,133,2,3.75,0,0,0,0,0,12,1,1
13,8,27,12,3,133,2,1.25,0,0,0,0,1,12,1,0
11,6,28,11,2,133,2,NA,1,0,0,0,0,12,1,0
10,8,27,8,6,133,1,2.25,1,0,0,0,1,11,0,0
NA,3,20,24,7,133,1,4.5,0,1,0,0,1,11,0,0
13,5,14,NA,4,133,1,1,1,1,0,1,0,11,NA,NA
10,10,26,5,4,133,2,2.5,1,0,0,0,1,12,1,1
9,9,32,10,7,133,1,2.25,0,0,0,0,1,11,1,1
11,10,34,0,4,133,2,1.5,0,0,0,0,1,12,0,0
9,9,27,NA,6,133,2,2,0,0,0,0,1,12,0,0
8,7,28,2,6,133,2,1.75,1,0,0,0,1,12,1,1
10,8,23,8,2,133,2,1.25,0,0,0,0,0,11,1,1
7,7,NA,22,NA,133,1,4.25,0,0,0,0,1,11,0,1
9,6,22,15,7,133,2,2.5,0,0,0,0,NA,13,1,0
9,7,26,20,5,133,2,4,0,0,0,0,1,11,1,0
11,9,NA,9,5,133,1,1.75,0,0,0,0,1,12,NA,0
6,8,22,9,4,133,1,2.25,0,0,0,0,1,11,0,0
12,8,NA,NA,5,133,2,3.25,1,0,0,0,1,11,0,1
9,7,NA,16,3,133,1,5,0,0,1,0,0,12,0,1
12,10,31,5,4,133,1,1.5,1,0,0,0,1,12,0,0
13,10,NA,7,7,133,1,1.25,0,0,0,0,1,12,0,0
NA,7,26,8,4,102,1,1.5,0,0,0,0,0,13,0,NA
13,8,28,14,6,102,1,1.75,0,0,0,0,1,14,0,0
11,8,32,13,4,102,1,1,1,0,1,0,0,14,1,0
8,8,28,6,7,102,1,1,1,0,0,0,1,14,0,1
6,4,19,24,2,102,6,5,0,0,0,NA,0,13,0,0
10,7,21,10,6,102,1,1.75,0,0,NA,0,1,14,1,NA
13,6,20,21,3,102,2,5,0,0,1,1,0,14,0,0
6,5,18,18,5,102,1,3.25,0,0,0,0,1,13,0,1
10,8,33,4,6,102,2,1,0,0,0,0,1,13,0,0
10,6,19,15,4,102,2,2.75,0,0,0,0,1,13,0,0
12,6,27,33,7,102,1,2.25,0,0,0,NA,1,14,0,0
12,5,17,23,3,102,2,4,0,1,1,NA,0,14,0,0
8,1,14,29,NA,102,2,5,0,0,0,NA,NA,13,0,1
10,6,26,20,7,102,1,3.5,0,0,1,0,1,13,0,0
NA,7,NA,NA,NA,133,NA,NA,NA,NA,NA,0,NA,11,1,NA
NA,5,18,19,3,102,2,3.5,0,NA,1,NA,0,13,0,1
3,7,15,NA,2,102,2,4.25,0,0,0,0,0,13,0,0
8,5,21,14,3,102,1,2.25,0,0,0,0,0,13,0,0
10,5,26,10,3,133,2,2.5,0,0,0,0,1,12,1,1
9,8,23,8,4,133,2,NA,0,0,0,0,1,11,0,1
12,6,13,20,3,102,2,3.75,0,0,1,1,1,13,0,1
5,7,28,4,7,102,1,1.5,0,0,0,0,1,14,0,0
5,4,15,23,NA,102,7,3,0,0,0,0,0,14,NA,1
NA,5,18,15,5,102,2,3,0,0,0,NA,1,14,0,1
7,9,26,9,7,207,2,1.75,1,0,NA,0,1,16,0,0
10,9,28,6,7,207,2,2,1,0,0,0,1,15,0,0
10,7,19,20,2,207,2,3.25,0,0,1,0,0,16,0,NA
5,9,34,8,6,207,1,1.25,0,0,1,0,1,15,0,1
8,9,19,13,1,207,1,1,0,0,0,0,0,15,0,0
8,8,28,10,7,207,1,1.5,1,0,1,0,1,15,NA,0
13,5,21,23,7,207,2,5,1,0,0,0,1,15,0,0
10,4,15,21,4,207,2,3.75,0,0,0,0,1,15,0,0
12,6,26,5,7,207,2,3.75,1,0,0,0,1,16,0,0
9,7,17,17,2,207,2,4,0,0,0,0,0,15,0,NA
10,4,21,17,4,207,2,4.5,0,NA,1,1,0,15,0,1
10,7,27,13,5,207,2,2.25,0,1,1,1,0,15,0,0
9,8,24,13,6,207,2,3,1,0,0,0,1,15,0,0
11,6,23,12,3,207,2,3.75,1,0,1,0,1,15,0,0
10,10,21,8,4,207,2,2.5,0,0,1,0,0,15,0,0
10,5,20,18,3,207,2,3.5,1,0,1,0,0,15,0,0
8,8,24,10,3,207,1,2,0,0,0,0,0,15,0,1
8,8,23,22,6,207,2,3.25,1,0,1,0,1,15,0,1
8,5,26,9,7,207,2,3.25,1,0,1,0,1,16,0,0
12,8,25,11,4,207,2,3,0,0,1,0,1,16,0,1
11,6,18,11,3,207,2,2.75,0,0,1,0,0,16,0,0
8,7,23,19,2,207,2,3,0,0,1,0,0,16,0,0
13,8,23,10,4,207,2,1.5,0,0,1,0,0,15,0,0
4,10,15,27,5,207,2,4.25,0,0,0,0,0,15,0,0
8,7,17,21,3,207,2,2.5,0,0,1,0,1,15,0,0
13,7,22,13,5,207,1,2,0,0,1,0,1,15,0,0
7,5,NA,NA,1,207,1,NA,0,0,1,0,0,15,0,1
10,7,28,19,5,207,1,2.25,0,0,1,0,1,16,0,0
6,10,15,23,2,207,2,4.25,0,0,0,0,0,15,0,0
10,3,22,12,2,207,2,3.25,1,0,0,0,0,16,0,0
8,8,25,13,2,207,2,2.75,0,0,1,0,0,15,0,0
6,5,21,15,3,207,1,3,0,1,1,0,1,15,0,0
10,6,27,22,4,207,2,4,0,0,1,0,0,16,0,0
11,7,27,18,7,207,1,2.25,1,0,0,0,1,16,1,0
6,5,24,19,6,207,1,2,0,0,0,0,1,15,0,0
11,7,21,10,3,207,1,1.75,0,0,1,0,1,16,0,0
10,4,22,18,1,207,2,4.5,0,0,1,1,0,15,0,0
8,7,25,11,3,207,1,1.25,1,0,0,0,1,15,0,0
8,5,29,7,6,207,2,2.75,0,0,0,0,1,15,0,0
13,9,27,6,3,207,2,1,0,0,1,0,1,16,0,0
6,7,16,24,0,133,2,4.5,0,0,0,0,0,12,0,1
13,9,19,NA,1,207,1,1.5,0,0,0,0,1,15,0,NA
10,10,28,15,6,207,1,1.5,0,0,0,0,0,15,1,0
11,7,19,15,3,207,2,4.25,1,0,1,0,0,15,0,0
9,NA,23,12,4,207,1,1.25,0,0,1,0,0,16,0,0
10,6,20,20,3,207,2,3.5,1,0,0,0,1,15,0,0
0,0,7,38,0,207,NA,5,0,1,1,1,0,15,1,1
10,9,24,17,7,207,1,1.25,0,0,1,0,1,16,0,1
6,4,21,11,1,207,1,2.5,1,0,0,0,0,16,1,0
8,7,23,10,5,207,1,1,0,0,1,0,1,15,0,1
7,4,15,20,3,207,2,4,0,0,NA,NA,0,15,0,0
8,5,28,6,7,207,1,2.25,1,0,0,0,1,15,0,0
10,6,24,15,5,207,1,2.5,0,0,0,0,1,16,0,0
9,3,15,25,5,207,1,4.75,0,0,NA,0,1,16,0,0
8,9,31,NA,NA,207,1,1,NA,NA,NA,NA,NA,15,0,NA
9,7,26,10,4,207,1,NA,0,0,0,0,1,15,0,0
12,7,27,17,5,207,2,3.75,0,0,NA,0,1,15,0,0
11,7,19,18,5,207,2,3.5,1,0,0,0,1,16,0,0
9,9,27,NA,6,207,7,1.25,1,NA,NA,1,1,16,1,NA
7,4,12,20,3,207,2,5,0,0,1,0,0,15,0,1
NA,6,16,NA,5,207,NA,1.75,0,0,1,1,1,15,1,NA
9,5,NA,NA,NA,133,2,3.5,NA,NA,NA,NA,NA,11,0,NA
13,9,26,NA,7,207,2,3.25,0,0,1,0,0,15,0,NA
12,10,7,11,2,207,1,1,0,0,0,0,0,15,0,0
8,9,31,10,7,207,1,5,1,0,0,0,1,15,0,0
11,5,13,26,2,118,2,4.75,0,0,0,0,0,14,0,1
8,6,17,12,2,118,2,2,0,0,0,0,0,14,1,0
9,10,19,19,NA,118,2,3.25,0,0,0,0,NA,15,0,0
10,8,22,11,6,118,2,1.75,1,0,1,0,1,14,0,0
NA,9,26,12,4,118,2,3.25,1,0,1,0,1,15,0,1
9,6,25,12,2,118,1,2.25,0,0,0,0,0,14,0,0
9,6,20,17,1,118,4,3.75,1,0,0,0,0,14,0,0
13,9,26,10,4,118,1,1.25,0,0,0,0,1,14,0,1
10,4,23,19,6,118,1,3.75,0,0,0,0,1,14,0,0
5,6,14,24,2,118,2,4.75,0,0,1,1,1,14,1,1
NA,NA,24,14,2,118,1,NA,0,0,0,0,NA,15,0,0
10,7,19,19,4,207,2,2.75,1,0,0,0,1,15,0,0
10,8,25,16,5,118,1,2.25,0,0,1,0,1,15,1,0
11,9,32,0,7,118,1,1.5,0,0,0,0,1,14,0,0
10,8,30,15,2,118,2,2,0,0,0,0,0,14,0,0
8,2,18,23,5,118,2,4.5,0,0,1,0,1,14,0,0
10,8,21,13,7,118,2,2,1,0,0,0,0,14,0,1
7,6,22,13,0,118,2,3.5,1,0,1,0,0,15,0,1
9,7,22,18,7,118,2,1.5,0,0,0,0,0,14,0,1
8,7,26,11,4,118,1,2,0,0,0,0,1,14,0,0
9,8,21,12,5,118,1,3.25,0,0,0,0,1,14,0,1
11,8,21,24,5,118,1,3,0,0,0,0,0,14,0,1
11,6,21,11,5,118,1,4.25,0,0,0,0,1,14,0,0
9,9,18,15,0,118,2,3,0,0,1,0,0,14,0,0
13,8,17,20,4,118,1,2.75,0,0,0,0,1,14,0,1
9,8,13,9,4,118,1,1,0,0,1,0,1,14,0,1
8,8,22,18,0,118,1,3.25,0,0,0,0,0,15,0,1
8,4,17,19,2,118,2,2,1,0,0,0,1,14,0,0
10,7,14,29,5,118,1,NA,0,1,1,1,1,15,1,0
9,7,22,23,4,118,1,1.5,0,0,1,0,0,14,0,1
8,5,9,29,4,118,2,4.75,0,0,0,0,1,14,0,1
9,8,23,11,4,118,2,1.5,0,0,0,0,1,14,0,1
10,7,21,16,4,118,1,3.5,0,0,1,0,1,NA,NA,0
12,5,23,14,1,118,2,NA,1,0,0,0,0,14,0,0
11,8,25,4,0,133,2,1,1,0,0,0,1,14,1,0
6,6,24,17,3,133,2,3.5,1,0,0,0,0,14,1,0
8,2,20,10,6,118,2,3,1,0,0,0,0,14,0,1
11,6,24,10,2,133,2,4,1,0,0,0,0,14,0,0
8,9,27,7,6,133,1,1,0,0,0,0,1,14,0,0
12,8,28,6,6,133,1,2.5,1,0,0,0,1,14,0,0
9,8,21,9,1,133,2,2.25,0,0,0,0,0,14,0,0
10,10,30,4,1,133,2,1.5,1,0,0,0,0,14,1,1
6,8,17,22,4,133,2,4,0,0,1,0,0,15,1,0
10,9,34,4,3,207,2,1.5,1,0,0,0,1,15,0,0
8,6,26,15,6,133,1,2.75,1,0,1,0,1,15,1,1
9,4,21,10,4,133,1,3.25,0,0,0,0,0,14,0,0
6,6,23,22,3,133,1,3,0,0,0,0,0,15,1,0
13,0,7,16,0,133,1,5,0,1,1,1,0,NA,1,0
9,5,15,23,3,133,2,4.75,1,0,1,0,0,14,0,1
5,8,21,15,4,133,2,3.5,1,0,0,0,1,14,0,0
10,6,23,12,3,133,2,2.5,0,0,1,0,0,15,0,0
11,6,21,23,0,133,1,3.25,0,0,1,0,0,14,0,1
5,7,27,8,0,133,1,1.5,0,0,0,0,0,14,0,1
9,10,29,16,3,133,1,NA,0,0,NA,0,1,14,0,NA
9,7,24,14,5,133,1,2,0,0,1,0,1,14,0,0
13,7,19,23,5,102,1,3,0,0,1,0,1,15,0,1
3,5,22,14,3,102,1,2.5,0,0,NA,0,1,16,0,1
11,5,19,22,4,102,2,4.25,1,0,0,0,1,15,0,0
9,5,20,23,2,102,2,4,1,0,0,0,1,16,0,0
7,5,19,23,3,102,2,5,0,0,1,NA,0,15,0,0
8,10,28,13,7,102,1,1,1,0,0,0,1,16,0,0
7,8,24,6,3,102,2,4.25,0,0,1,0,0,15,0,0
9,7,28,7,3,102,1,2.25,0,0,1,0,1,15,0,0
11,9,28,NA,2,102,1,1.5,0,0,0,0,1,15,0,NA
8,7,27,17,1,102,1,3,0,0,1,0,0,16,0,1
9,5,22,11,5,102,1,1.75,0,0,0,0,1,15,0,0
10,9,28,9,5,102,1,1.25,0,0,0,0,1,15,0,0
8,8,23,17,2,102,2,3.5,0,0,1,0,0,15,0,0
8,7,22,16,3,102,1,4,0,0,1,0,1,15,0,1
7,4,18,29,3,102,2,4.5,0,0,1,0,0,15,0,1
5,6,28,26,3,102,1,4.75,0,0,1,0,0,15,0,1
8,5,22,16,3,102,2,3.25,0,0,1,0,0,15,0,0
9,3,15,27,NA,102,NA,4.75,0,0,1,0,0,15,1,1
10,7,28,16,6,102,1,2.75,0,0,1,0,1,15,0,0
NA,7,27,6,5,102,1,2,0,0,0,0,1,15,0,0
4,7,18,20,3,133,1,2.5,0,NA,NA,0,0,15,1,0
10,8,30,6,2,133,1,2,0,0,0,0,1,15,0,0
11,9,25,26,5,102,1,3,0,0,0,0,1,15,0,1
12,8,25,27,7,102,1,4,0,0,1,0,1,15,0,0
7,10,25,NA,5,133,1,1.75,0,NA,NA,0,1,14,0,NA
9,6,24,23,3,102,6,2.5,1,0,1,0,0,15,0,1
8,4,16,17,4,102,2,4.5,1,0,1,0,0,15,1,NA
11,7,28,18,6,102,2,2.5,1,0,1,0,1,16,0,0
13,9,21,5,7,102,2,NA,0,0,NA,0,1,15,0,0
12,6,22,20,5,102,1,2.75,0,0,1,0,1,15,0,0
7,4,25,11,5,102,1,3,0,0,1,0,1,15,0,0
5,5,27,8,1,102,1,1.25,0,0,0,0,0,NA,0,0
9,9,23,15,0,102,2,4,0,0,1,0,0,15,0,NA
11,6,22,17,4,102,2,3.25,1,0,1,0,1,15,0,1
7,8,27,13,5,102,1,1.75,1,0,0,0,1,15,1,0
10,6,26,12,6,102,1,2.75,0,0,1,0,0,15,0,0
9,6,20,13,6,102,1,2.75,0,0,1,0,1,15,0,0
10,10,NA,NA,NA,133,1,1,NA,NA,NA,NA,NA,15,0,NA
7,9,26,15,5,102,1,1.5,0,0,1,0,1,15,0,0
8,8,28,5,5,102,2,1.25,0,0,0,0,1,16,0,0
4,5,NA,NA,NA,102,2,4.5,NA,NA,NA,NA,NA,15,0,NA
12,8,28,9,7,102,1,2.25,0,0,1,0,1,15,0,0
9,6,NA,NA,NA,102,2,NA,NA,NA,NA,NA,NA,16,0,NA
11,9,28,5,2,102,1,1.5,0,0,0,0,1,15,0,0
6,10,21,14,3,102,1,3.75,0,1,1,1,1,16,1,1
8,10,22,14,5,133,1,1.75,0,0,1,0,1,14,0,0
4,5,18,24,0,102,6,4.5,0,0,1,0,0,15,0,1
10,6,18,19,3,102,2,4,0,0,1,0,0,15,0,NA
13,7,24,NA,6,102,1,3.75,0,NA,1,0,1,15,0,NA
10,8,23,20,4,102,1,2.25,0,0,1,0,1,15,0,0
12,8,32,1,5,102,1,1,0,0,0,0,1,15,0,0
8,7,28,30,6,102,1,1.5,0,0,1,0,1,15,0,0
11,7,24,19,5,102,2,3.25,1,0,0,0,1,15,0,0
10,8,25,13,6,102,2,3,1,0,0,0,1,15,0,0
6,8,30,7,4,102,1,1.75,0,0,0,0,1,15,0,0
8,7,22,17,0,102,2,3.75,0,0,0,0,0,16,0,0
8,6,15,26,3,102,2,4.5,0,0,1,1,1,16,0,1
10,8,30,12,5,102,2,2.25,1,0,1,0,1,15,0,0
8,7,23,2,3,102,2,1.75,0,0,0,0,0,15,0,1
5,3,20,23,0,102,2,4.75,0,0,0,0,0,15,1,0
8,3,12,29,5,102,2,5,0,0,0,0,0,15,0,0
7,6,21,NA,5,102,2,4.75,0,0,1,0,0,15,0,NA
9,6,31,18,7,102,1,3,1,1,1,1,1,15,0,NA
8,7,31,12,5,102,2,2,0,0,0,1,1,16,0,1
NA,5,NA,NA,NA,102,1,1,NA,0,0,0,NA,15,0,NA
7,7,29,23,5,102,1,2.5,0,0,0,0,1,16,0,0
13,6,19,17,7,102,1,4,0,0,1,0,1,16,0,0
12,9,14,30,1,102,2,4.25,0,1,1,0,0,15,0,0
8,7,NA,NA,NA,102,2,1.25,NA,NA,NA,NA,NA,15,1,NA
9,10,25,13,2,102,1,1,0,0,1,0,0,15,0,0
10,6,21,20,4,118,2,3.25,1,0,0,0,1,14,0,0
10,7,28,5,6,118,2,1.75,0,0,1,0,1,15,0,0
8,7,26,17,1,118,1,3.75,0,0,0,0,0,15,1,0
12,8,26,6,5,118,1,1.75,1,0,0,0,1,14,0,0
13,9,19,22,7,118,1,3,1,0,1,NA,1,15,1,0
11,7,21,17,6,118,2,2.25,1,0,0,0,1,15,0,0
8,6,18,17,5,118,2,4,1,0,1,0,1,14,0,0
12,8,25,6,5,118,1,1.5,1,0,0,0,1,14,0,0
13,8,31,13,5,118,1,1.25,0,0,1,0,1,14,0,0
NA,8,28,5,0,118,1,2.5,0,0,0,0,0,14,0,0
7,8,22,12,3,118,2,2.75,0,0,0,0,0,14,1,0
8,7,23,10,1,118,6,2.25,0,0,0,0,0,14,0,0
9,7,21,23,3,153,2,3.75,0,0,0,0,0,11,0,0
NA,4,14,20,3,118,NA,4.25,0,0,0,NA,0,14,0,0
7,6,NA,NA,NA,102,1,2,NA,NA,NA,NA,NA,16,0,NA
NA,10,27,7,5,102,1,NA,1,0,0,0,0,15,0,0
8,10,22,13,4,153,1,3.5,1,0,0,0,1,12,0,0
11,8,27,7,0,118,1,1.75,0,0,0,0,0,15,0,0
NA,10,NA,21,7,118,1,2.75,1,0,1,0,1,14,0,0
10,10,35,12,4,133,1,1,0,0,0,0,0,15,0,0
10,5,20,24,7,118,2,4,1,0,0,0,1,15,0,0
9,6,20,NA,4,102,1,2.75,1,NA,NA,0,1,15,0,NA
11,7,25,13,4,153,1,3,0,0,0,0,1,12,1,1
12,7,30,2,6,153,1,2,0,0,0,0,1,11,0,0
11,5,15,22,1,118,2,4.75,1,0,1,0,0,15,0,0
8,6,24,14,4,118,NA,3.75,1,0,0,0,0,14,0,0
4,8,25,12,4,118,2,1.25,0,0,0,0,1,14,0,1
10,9,28,9,5,118,1,1.5,0,0,1,0,0,14,0,0
10,8,33,4,6,118,1,1.5,0,0,0,0,1,15,0,0
12,9,29,2,7,118,1,1.25,0,0,0,0,1,14,0,0
7,9,32,3,2,118,1,NA,0,0,0,0,0,15,0,0
5,7,25,8,3,118,1,2.5,0,0,0,0,0,14,0,0
11,10,35,1,7,153,1,1,1,0,0,0,1,11,0,0
3,4,19,15,NA,153,NA,3.25,0,0,0,0,NA,11,0,0
9,5,24,14,6,118,1,2.25,1,0,0,0,1,15,1,0
9,9,35,12,7,153,1,3,1,0,0,0,1,11,0,0
11,9,32,18,5,118,1,2.5,0,0,1,1,1,14,0,0
8,6,19,10,6,153,2,NA,1,0,0,0,1,11,0,0
8,7,26,8,4,153,2,2.25,1,0,0,0,1,12,0,0
8,10,28,4,6,153,1,1.25,0,0,0,0,0,12,0,0
12,8,NA,8,4,153,1,2.25,0,0,0,0,0,12,0,0
7,10,27,8,4,153,1,1,0,0,0,0,0,12,0,0
12,10,29,2,7,153,2,1.25,0,0,0,0,0,11,0,0
13,9,27,9,7,153,2,1.25,1,0,0,0,1,11,0,0
12,6,26,15,4,153,1,2,1,0,0,0,1,11,1,1
NA,NA,NA,NA,NA,153,NA,5,NA,0,0,0,NA,12,0,NA
11,7,34,7,6,118,NA,2,0,0,0,0,1,15,0,0
9,7,29,10,7,118,1,1.75,0,0,1,0,1,14,0,0
11,9,NA,7,4,153,2,1.25,0,0,0,0,1,11,0,0
9,10,21,13,2,102,2,2.75,0,0,0,0,1,16,0,1
NA,8,16,21,1,102,1,4.25,0,0,0,0,1,16,0,1
13,10,34,1,6,153,2,1.25,1,0,0,0,1,11,0,0
9,9,25,6,5,153,1,1.5,0,0,0,0,1,11,0,0
8,9,29,1,6,153,1,1.25,0,0,0,0,1,12,0,0
12,9,30,2,5,153,1,NA,1,0,0,0,0,11,0,0
7,10,29,0,7,153,1,1,1,0,0,0,1,11,1,0
13,9,21,NA,3,153,2,1,0,NA,NA,0,1,11,0,NA
7,10,35,5,7,153,1,1,1,0,0,0,0,11,0,0
10,6,17,18,5,118,NA,3.75,0,0,0,0,0,14,0,1
7,6,21,27,4,102,2,4.5,0,0,1,0,0,15,0,0
NA,5,21,22,1,156,2,3.25,1,0,1,0,1,15,0,0
9,6,23,16,3,156,1,3.25,0,0,1,0,0,15,0,0
8,4,21,24,6,156,1,NA,1,0,0,0,1,15,1,0
6,7,19,12,0,156,2,1.75,0,0,0,0,0,16,0,0
3,7,22,6,7,156,1,1,0,0,1,0,0,15,0,0
7,7,20,15,2,156,2,4.75,0,0,1,0,1,15,0,1
8,7,27,10,3,156,1,1,0,0,0,0,0,16,0,0
8,6,23,10,7,156,NA,4.25,0,0,1,0,0,16,NA,0
13,9,21,3,3,153,2,1.25,0,0,0,0,0,11,0,0
4,5,21,17,6,156,1,NA,0,1,1,1,1,15,0,0
NA,10,NA,21,7,102,1,3.75,0,0,0,NA,1,12,0,0
11,10,27,11,7,102,1,2,0,0,0,0,1,13,0,1
10,9,30,3,5,102,1,2.25,1,0,0,0,1,12,0,0
12,6,29,7,1,102,1,1.5,1,0,0,0,0,12,0,1
8,10,35,1,6,102,2,1,1,0,0,0,1,12,1,0
6,8,21,5,4,102,2,3.25,0,0,0,0,NA,13,0,0
12,9,25,3,6,102,2,1.5,0,0,0,0,1,13,0,0
7,8,26,5,7,102,1,2.75,0,0,0,0,1,13,0,0
2,7,24,16,NA,102,2,2.75,0,0,0,0,0,12,0,0
10,6,25,21,5,102,1,4,1,0,1,0,1,13,0,1
7,8,31,0,5,102,2,2,0,0,0,0,1,12,0,0
8,9,24,14,7,102,1,2.25,0,0,0,0,1,13,0,0
9,7,33,12,7,102,1,1.5,0,0,0,0,1,13,0,0
9,4,11,22,7,102,6,4.5,0,0,0,0,0,13,0,1
7,10,25,7,1,102,2,3.5,0,0,0,0,0,12,0,0
10,7,20,17,5,102,1,1.75,0,0,0,0,1,13,0,1
12,10,32,NA,5,102,1,1.25,0,0,0,0,1,12,0,0
11,10,27,23,7,102,2,3.5,0,0,1,0,1,13,0,0
5,3,23,21,3,102,2,5,0,0,1,0,0,13,0,0
6,9,34,9,3,102,2,3,0,0,0,0,0,12,0,0
4,3,20,21,NA,207,2,5,0,0,0,0,1,15,NA,0
6,4,18,17,4,102,1,4.25,0,0,0,0,0,12,1,1
7,10,NA,14,0,123,2,2.5,0,0,0,0,0,12,0,0
8,10,35,14,7,123,1,1.75,0,0,0,0,1,12,0,0
7,4,17,NA,3,123,2,4.75,0,0,0,0,1,12,1,0
9,10,18,NA,NA,123,2,NA,1,0,1,0,1,13,0,NA
NA,8,15,15,4,123,1,2.5,0,0,0,0,1,NA,0,1
4,6,24,NA,3,123,1,3.5,0,0,0,NA,1,12,0,NA
7,7,24,6,3,153,1,1.5,0,0,0,0,0,15,1,1
7,10,18,NA,7,123,1,1.25,0,0,0,0,1,12,1,NA
8,10,NA,NA,NA,123,1,NA,0,0,0,0,1,12,0,NA
5,6,23,NA,0,123,2,NA,0,NA,0,0,0,12,1,NA
9,8,20,18,4,102,2,4.75,0,0,0,0,1,12,0,0
6,5,10,NA,NA,123,1,2.5,0,0,0,0,1,12,0,NA
7,6,NA,NA,NA,153,2,NA,NA,NA,NA,NA,NA,NA,0,NA
9,7,28,5,4,153,1,2,1,0,1,0,1,15,0,0
NA,NA,NA,NA,NA,156,1,2,NA,0,0,0,NA,14,NA,0
1,4,7,23,0,156,7,4.75,0,0,0,0,0,15,0,1
8,7,27,12,5,156,1,NA,0,0,0,0,0,15,0,0
NA,NA,NA,NA,NA,156,1,NA,NA,0,NA,NA,1,15,NA,NA
8,6,NA,30,1,102,1,4.25,0,0,0,0,0,11,0,NA
11,8,23,11,5,102,6,3.25,1,0,0,0,0,11,0,1
9,5,17,18,4,102,2,3,0,0,0,0,0,11,0,1
11,10,27,0,7,102,1,NA,0,0,0,0,1,11,0,0
10,8,24,6,5,102,1,2,0,0,0,0,NA,11,0,0
8,10,35,3,7,102,2,1,0,0,0,0,1,11,0,0
NA,8,28,10,3,102,1,2.5,0,0,0,0,0,12,0,1
10,6,28,10,NA,102,1,NA,0,0,0,0,1,11,0,0
11,10,31,NA,7,102,1,1,0,0,0,0,1,11,0,0
9,7,NA,12,NA,102,1,3.5,0,0,0,0,NA,12,0,1
7,7,23,16,4,102,1,1.5,0,0,0,0,1,11,0,0
11,5,NA,NA,1,102,2,4.75,0,0,0,0,0,11,0,1
NA,9,30,4,NA,102,2,1,NA,0,0,0,NA,11,1,0
NA,9,NA,15,5,102,2,4,0,0,0,0,NA,11,0,0
9,10,26,4,4,102,1,2.25,0,0,0,0,0,11,0,0
7,8,27,9,3,102,2,1.5,0,0,0,0,1,11,0,0
5,7,20,11,1,102,2,2,0,0,0,0,0,12,0,0
9,7,28,10,4,102,NA,NA,0,0,0,0,1,11,NA,NA
11,7,27,11,4,153,2,2.75,1,0,0,0,1,16,0,1
7,8,25,11,3,102,2,2.25,0,0,0,0,1,12,0,0
NA,3,8,27,1,118,2,3,0,0,0,0,0,13,0,1
10,8,26,6,3,118,1,2,0,0,0,0,1,13,0,1
8,8,24,15,3,118,1,1.75,1,0,0,0,0,13,0,1
6,5,19,12,2,118,2,2.75,0,0,0,0,0,13,1,1
NA,8,NA,0,2,118,2,NA,0,0,0,0,0,13,0,0
10,10,35,28,7,118,1,1,1,0,1,0,1,13,1,0
9,5,18,13,3,118,2,3.25,0,0,0,0,1,13,0,1
13,8,22,12,7,118,1,1.75,0,0,0,0,1,13,0,0
7,7,20,17,2,118,2,3.5,0,0,0,0,0,13,NA,0
11,10,28,12,6,118,2,1.5,1,0,0,0,1,13,0,1
13,10,34,12,7,118,1,1,0,0,0,0,1,14,0,1
6,7,16,13,1,118,4,2.5,0,0,0,0,0,14,0,1
9,NA,15,NA,NA,118,1,2.75,0,0,0,0,NA,14,1,0
8,7,24,15,7,118,1,2.75,0,0,0,NA,0,14,1,1
5,7,23,12,NA,118,2,3,0,0,0,0,0,13,0,1
